influencer_id,influencer_size_category,followers_count,avg_reach,avg_impressions,engagement_rate,avg_engagements_per_post,audience_gender_split,audience_age_split,audience_country_top3,audience_city_top3,follower_growth_rate
79,nano,2063,918,1819,0.0556,114,"{'male': 26.0, 'female': 74.0}","{'13-17': 32.77, '18-24': 5.88, '25-34': 31.09, '35-44': 6.72, '45-54': 15.13, '55+': 8.4}","{'UK': 30.43, 'USA': 19.13, 'India': 18.26}","{'New York': 22.22, 'Hyderabad': 18.75, 'Kolkata': 14.58}",-0.009
80,mid,341460,138280,198330,0.0652,22263,"{'male': 48.94, 'female': 51.06}","{'13-17': 19.33, '18-24': 21.33, '25-34': 6.67, '35-44': 14.67, '45-54': 12.0, '55+': 26.0}","{'UAE': 28.12, 'Germany': 24.22, 'UK': 18.75}","{'Mumbai': 20.1, 'Delhi': 19.07, 'Bangalore': 12.89}",0.042
81,macro,528143,310415,474031,0.0307,16213,"{'male': 36.0, 'female': 64.0}","{'13-17': 24.26, '18-24': 22.06, '25-34': 21.32, '35-44': 13.97, '45-54': 11.03, '55+': 7.35}","{'UAE': 40.21, 'Germany': 26.8, 'USA': 14.43}","{'London': 21.14, 'Chennai': 20.0, 'Hyderabad': 16.57}",0.042
82,micro,63136,33575,42793,0.0807,5095,"{'male': 44.44, 'female': 55.56}","{'13-17': 6.98, '18-24': 26.36, '25-34': 8.53, '35-44': 15.5, '45-54': 11.63, '55+': 31.01}","{'USA': 26.92, 'UAE': 25.38, 'UK': 20.77}","{'Mumbai': 24.82, 'Chennai': 21.99, 'London': 19.86}",0.197
83,mid,185608,107832,121442,0.0432,8018,"{'male': 46.15, 'female': 53.85}","{'13-17': 15.98, '18-24': 18.34, '25-34': 13.02, '35-44': 11.83, '45-54': 18.93, '55+': 21.89}","{'India': 29.91, 'Germany': 29.91, 'USA': 18.69}","{'Bangalore': 17.49, 'London': 17.04, 'Mumbai': 16.14}",-0.04
84,nano,6744,3090,4374,0.13,876,"{'male': 54.93, 'female': 45.07}","{'13-17': 21.64, '18-24': 8.96, '25-34': 5.97, '35-44': 17.16, '45-54': 17.16, '55+': 29.1}","{'UAE': 26.24, 'Germany': 22.7, 'UK': 19.86}","{'New York': 29.46, 'Mumbai': 18.6, 'London': 13.95}",0.008
85,mid,476551,279646,468297,0.0247,11770,"{'male': 56.92, 'female': 43.08}","{'13-17': 22.34, '18-24': 8.51, '25-34': 6.38, '35-44': 15.96, '45-54': 30.85, '55+': 15.96}","{'USA': 35.14, 'India': 25.23, 'Germany': 23.42}","{'Hyderabad': 19.29, 'Bangalore': 17.77, 'London': 16.75}",0.185
86,nano,7020,4101,8017,0.0786,551,"{'male': 70.59, 'female': 29.41}","{'13-17': 16.86, '18-24': 14.53, '25-34': 19.19, '35-44': 19.19, '45-54': 12.79, '55+': 17.44}","{'UK': 30.71, 'USA': 29.92, 'Germany': 20.47}","{'Delhi': 17.13, 'New York': 17.13, 'Bangalore': 16.02}",0.004
87,mid,394353,165833,267533,0.0388,15300,"{'male': 56.25, 'female': 43.75}","{'13-17': 10.57, '18-24': 4.07, '25-34': 18.7, '35-44': 11.38, '45-54': 25.2, '55+': 30.08}","{'Germany': 38.96, 'India': 22.08, 'UK': 15.58}","{'Chennai': 28.0, 'London': 21.6, 'Kolkata': 15.2}",0.177
88,mega,3815501,1580572,2212666,0.0258,98439,"{'male': 63.16, 'female': 36.84}","{'13-17': 15.67, '18-24': 25.37, '25-34': 5.22, '35-44': 23.88, '45-54': 7.46, '55+': 22.39}","{'UK': 31.75, 'Germany': 27.78, 'India': 23.02}","{'Bangalore': 18.6, 'Mumbai': 16.28, 'Hyderabad': 15.12}",0.058
89,nano,6834,2934,3407,0.1035,707,"{'male': 62.5, 'female': 37.5}","{'13-17': 17.61, '18-24': 19.89, '25-34': 22.16, '35-44': 14.77, '45-54': 10.8, '55+': 14.77}","{'UAE': 25.5, 'India': 22.15, 'USA': 19.46}","{'Mumbai': 20.9, 'Bangalore': 17.51, 'Kolkata': 16.95}",0.052
90,mid,150772,70480,127787,0.0519,7825,"{'male': 55.26, 'female': 44.74}","{'13-17': 15.43, '18-24': 22.29, '25-34': 14.29, '35-44': 14.86, '45-54': 13.71, '55+': 19.43}","{'India': 26.23, 'UK': 25.41, 'Germany': 22.13}","{'Delhi': 19.07, 'Kolkata': 15.98, 'London': 15.98}",-0.044
91,mid,358489,156904,294523,0.0672,24090,"{'male': 88.89, 'female': 11.11}","{'13-17': 7.04, '18-24': 16.2, '25-34': 19.01, '35-44': 16.2, '45-54': 14.79, '55+': 26.76}","{'UK': 30.39, 'UAE': 25.49, 'India': 24.51}","{'New York': 23.68, 'Kolkata': 18.42, 'Mumbai': 17.11}",0.161
92,nano,5957,2562,4037,0.1191,709,"{'male': 57.45, 'female': 42.55}","{'13-17': 15.83, '18-24': 28.06, '25-34': 25.9, '35-44': 9.35, '45-54': 12.23, '55+': 8.63}","{'USA': 40.32, 'UK': 19.35, 'India': 16.13}","{'Bangalore': 21.71, 'Delhi': 19.43, 'Kolkata': 18.29}",-0.04
93,micro,60936,33243,38023,0.0499,3040,"{'male': 22.22, 'female': 77.78}","{'13-17': 25.9, '18-24': 5.76, '25-34': 17.99, '35-44': 15.83, '45-54': 7.19, '55+': 27.34}","{'UAE': 34.48, 'India': 24.14, 'UK': 16.38}","{'Mumbai': 20.56, 'Bangalore': 19.44, 'Delhi': 18.33}",0.05
94,micro,77330,37308,49215,0.0825,6379,"{'male': 16.67, 'female': 83.33}","{'13-17': 9.62, '18-24': 13.46, '25-34': 29.81, '35-44': 23.08, '45-54': 11.54, '55+': 12.5}","{'India': 40.4, 'UAE': 29.29, 'UK': 14.14}","{'Chennai': 17.54, 'London': 17.11, 'Hyderabad': 14.04}",0.037
95,micro,11063,6364,6972,0.0658,727,"{'male': 66.67, 'female': 33.33}","{'13-17': 45.45, '18-24': 6.82, '25-34': 10.23, '35-44': 20.45, '45-54': 5.68, '55+': 11.36}","{'Germany': 30.85, 'India': 24.47, 'UK': 21.28}","{'Delhi': 23.95, 'Bangalore': 19.16, 'Kolkata': 14.37}",0.169
96,mid,389947,158572,246946,0.0524,20433,"{'male': 50.72, 'female': 49.28}","{'13-17': 22.52, '18-24': 9.93, '25-34': 26.49, '35-44': 10.6, '45-54': 13.91, '55+': 16.56}","{'India': 30.25, 'UK': 29.41, 'UAE': 20.17}","{'Bangalore': 25.49, 'Delhi': 16.34, 'New York': 16.34}",0.076
97,nano,3727,1979,3782,0.0614,228,"{'male': 25.0, 'female': 75.0}","{'13-17': 39.22, '18-24': 9.8, '25-34': 9.8, '35-44': 20.59, '45-54': 15.69, '55+': 4.9}","{'UAE': 40.4, 'India': 32.32, 'Germany': 16.16}","{'Hyderabad': 21.19, 'Kolkata': 21.19, 'Chennai': 15.89}",0.094
98,mid,131765,77953,143478,0.0523,6891,"{'male': 51.11, 'female': 48.89}","{'13-17': 23.97, '18-24': 6.61, '25-34': 28.1, '35-44': 7.44, '45-54': 28.93, '55+': 4.96}","{'India': 29.6, 'UAE': 22.4, 'USA': 17.6}","{'Hyderabad': 20.73, 'Delhi': 19.69, 'New York': 19.69}",0.044
99,nano,3034,1220,2156,0.0625,189,"{'male': 43.14, 'female': 56.86}","{'13-17': 11.76, '18-24': 10.16, '25-34': 19.79, '35-44': 19.25, '45-54': 18.18, '55+': 20.86}","{'India': 28.21, 'UAE': 28.21, 'Germany': 26.92}","{'Bangalore': 21.47, 'New York': 20.34, 'Kolkata': 16.38}",0.022
100,mid,100948,50346,62990,0.0383,3866,"{'male': 56.67, 'female': 43.33}","{'13-17': 6.49, '18-24': 23.38, '25-34': 24.68, '35-44': 6.49, '45-54': 21.43, '55+': 17.53}","{'UK': 31.94, 'UAE': 30.56, 'USA': 16.67}","{'Mumbai': 18.23, 'Chennai': 17.73, 'New York': 16.26}",0.07
101,mid,337733,183073,284119,0.0566,19115,"{'male': 66.67, 'female': 33.33}","{'13-17': 5.08, '18-24': 31.36, '25-34': 8.47, '35-44': 6.78, '45-54': 21.19, '55+': 27.12}","{'UAE': 22.22, 'India': 21.43, 'Germany': 21.43}","{'New York': 22.06, 'Bangalore': 19.12, 'Hyderabad': 16.91}",0.18
102,micro,66639,38443,48413,0.0753,5017,"{'male': 38.1, 'female': 61.9}","{'13-17': 32.53, '18-24': 8.43, '25-34': 6.02, '35-44': 19.28, '45-54': 26.51, '55+': 7.23}","{'UAE': 34.69, 'India': 28.57, 'UK': 26.53}","{'Hyderabad': 20.3, 'Mumbai': 16.75, 'New York': 15.23}",0.012
103,mega,1446290,702222,1007001,0.0097,14029,"{'male': 58.33, 'female': 41.67}","{'13-17': 16.09, '18-24': 21.84, '25-34': 11.49, '35-44': 22.99, '45-54': 12.07, '55+': 15.52}","{'UK': 27.82, 'Germany': 25.56, 'USA': 23.31}","{'Bangalore': 20.0, 'New York': 20.0, 'Delhi': 16.84}",0.077
104,nano,9312,5057,5223,0.0593,552,"{'male': 15.62, 'female': 84.38}","{'13-17': 12.62, '18-24': 26.21, '25-34': 33.98, '35-44': 4.85, '45-54': 6.8, '55+': 15.53}","{'USA': 28.47, 'UK': 24.82, 'Germany': 16.79}","{'New York': 16.74, 'Chennai': 16.31, 'Kolkata': 15.88}",0.197
105,micro,89566,36395,54099,0.0784,7021,"{'male': 28.57, 'female': 71.43}","{'13-17': 9.09, '18-24': 9.09, '25-34': 27.27, '35-44': 22.22, '45-54': 20.2, '55+': 12.12}","{'Germany': 29.49, 'UAE': 28.21, 'India': 17.95}","{'Mumbai': 19.77, 'Kolkata': 19.77, 'Hyderabad': 18.08}",0.029
106,micro,53736,27283,54511,0.0869,4669,"{'male': 51.43, 'female': 48.57}","{'13-17': 4.0, '18-24': 26.0, '25-34': 13.33, '35-44': 5.33, '45-54': 26.67, '55+': 24.67}","{'USA': 24.5, 'India': 23.18, 'UAE': 21.85}","{'Mumbai': 21.62, 'Hyderabad': 21.08, 'Kolkata': 17.3}",-0.035
107,mid,225621,127675,219923,0.0278,6272,"{'male': 76.0, 'female': 24.0}","{'13-17': 21.98, '18-24': 15.38, '25-34': 8.79, '35-44': 21.98, '45-54': 26.37, '55+': 5.49}","{'Germany': 33.9, 'USA': 26.27, 'India': 22.88}","{'Bangalore': 24.34, 'Kolkata': 14.47, 'London': 13.82}",0.062
108,mid,268382,156378,302431,0.0243,6521,"{'male': 74.0, 'female': 26.0}","{'13-17': 12.0, '18-24': 16.67, '25-34': 22.67, '35-44': 12.0, '45-54': 18.0, '55+': 18.67}","{'UAE': 30.36, 'USA': 28.57, 'UK': 28.57}","{'Delhi': 15.06, 'London': 15.06, 'Hyderabad': 13.39}",0.11
109,mid,338939,201652,339721,0.0587,19895,"{'male': 66.67, 'female': 33.33}","{'13-17': 13.22, '18-24': 16.53, '25-34': 22.31, '35-44': 14.05, '45-54': 10.74, '55+': 23.14}","{'USA': 31.07, 'UK': 27.18, 'Germany': 21.36}","{'New York': 21.3, 'Bangalore': 19.53, 'Chennai': 17.16}",0.064
110,nano,7227,3775,4955,0.1111,802,"{'male': 64.71, 'female': 35.29}","{'13-17': 25.69, '18-24': 4.17, '25-34': 14.58, '35-44': 12.5, '45-54': 24.31, '55+': 18.75}","{'USA': 23.36, 'Germany': 22.63, 'UK': 21.9}","{'Chennai': 21.38, 'New York': 20.13, 'Mumbai': 19.5}",0.077
111,mega,4422186,2514328,5002978,0.0082,36261,"{'male': 64.91, 'female': 35.09}","{'13-17': 14.29, '18-24': 23.81, '25-34': 28.57, '35-44': 12.7, '45-54': 10.32, '55+': 10.32}","{'India': 29.73, 'USA': 29.73, 'Germany': 29.73}","{'Mumbai': 16.67, 'Delhi': 15.38, 'London': 15.38}",-0.021
112,mid,340960,187799,363225,0.0475,16195,"{'male': 50.0, 'female': 50.0}","{'13-17': 28.32, '18-24': 23.01, '25-34': 7.96, '35-44': 22.12, '45-54': 13.27, '55+': 5.31}","{'India': 31.0, 'Germany': 28.0, 'USA': 18.0}","{'London': 19.32, 'Chennai': 17.61, 'Mumbai': 17.05}",0.066
113,mid,148500,66756,115092,0.0261,3875,"{'male': 18.92, 'female': 81.08}","{'13-17': 6.8, '18-24': 17.69, '25-34': 23.13, '35-44': 18.37, '45-54': 6.8, '55+': 27.21}","{'India': 31.25, 'Germany': 31.25, 'UK': 26.04}","{'Delhi': 18.82, 'Bangalore': 18.82, 'New York': 14.71}",0.183
114,micro,46218,19763,34836,0.0776,3586,"{'male': 52.05, 'female': 47.95}","{'13-17': 14.77, '18-24': 14.77, '25-34': 17.45, '35-44': 16.11, '45-54': 14.09, '55+': 22.82}","{'Germany': 37.93, 'UK': 33.33, 'India': 16.09}","{'London': 19.23, 'New York': 17.31, 'Delhi': 12.98}",-0.048
115,micro,26135,12175,20123,0.0911,2380,"{'male': 50.0, 'female': 50.0}","{'13-17': 18.35, '18-24': 5.7, '25-34': 10.76, '35-44': 18.35, '45-54': 23.42, '55+': 23.42}","{'UK': 44.44, 'Germany': 19.75, 'UAE': 14.81}","{'Mumbai': 20.56, 'Delhi': 20.0, 'Chennai': 16.67}",-0.011
116,micro,51744,25334,49274,0.0365,1888,"{'male': 76.32, 'female': 23.68}","{'13-17': 16.43, '18-24': 28.57, '25-34': 9.29, '35-44': 5.0, '45-54': 24.29, '55+': 16.43}","{'UK': 32.18, 'Germany': 22.99, 'India': 19.54}","{'Mumbai': 17.32, 'London': 16.88, 'Kolkata': 15.15}",0.058
117,micro,62646,26023,34798,0.0493,3088,"{'male': 62.5, 'female': 37.5}","{'13-17': 10.81, '18-24': 26.35, '25-34': 7.43, '35-44': 18.24, '45-54': 10.81, '55+': 26.35}","{'Germany': 26.72, 'UAE': 23.66, 'USA': 19.85}","{'Mumbai': 19.21, 'London': 18.54, 'New York': 14.57}",0.051
118,micro,48245,20787,23231,0.0341,1645,"{'male': 53.12, 'female': 46.88}","{'13-17': 19.4, '18-24': 17.91, '25-34': 18.91, '35-44': 13.93, '45-54': 11.44, '55+': 18.41}","{'Germany': 31.4, 'USA': 23.26, 'UK': 20.93}","{'London': 21.89, 'Bangalore': 20.12, 'Mumbai': 19.53}",0.143
119,micro,39926,17180,25985,0.0432,1724,"{'male': 80.49, 'female': 19.51}","{'13-17': 23.72, '18-24': 8.97, '25-34': 17.31, '35-44': 11.54, '45-54': 12.82, '55+': 25.64}","{'India': 33.33, 'USA': 26.09, 'UK': 21.74}","{'Kolkata': 21.47, 'Chennai': 19.02, 'London': 17.18}",0.062
120,nano,4632,2712,4361,0.0509,235,"{'male': 70.59, 'female': 29.41}","{'13-17': 9.57, '18-24': 11.3, '25-34': 12.17, '35-44': 26.96, '45-54': 25.22, '55+': 14.78}","{'UK': 27.54, 'India': 26.81, 'Germany': 26.81}","{'Hyderabad': 22.52, 'London': 20.53, 'Chennai': 13.91}",0.092
121,mid,217541,126312,239462,0.0629,13683,"{'male': 58.82, 'female': 41.18}","{'13-17': 16.78, '18-24': 13.29, '25-34': 14.69, '35-44': 23.78, '45-54': 19.58, '55+': 11.89}","{'UAE': 30.53, 'Germany': 26.72, 'USA': 19.85}","{'Mumbai': 24.68, 'Kolkata': 20.89, 'New York': 15.19}",0.073
122,macro,839640,354516,528955,0.0489,41058,"{'male': 59.32, 'female': 40.68}","{'13-17': 7.78, '18-24': 5.56, '25-34': 30.0, '35-44': 5.56, '45-54': 35.56, '55+': 15.56}","{'India': 29.37, 'Germany': 23.02, 'USA': 16.67}","{'Mumbai': 19.25, 'Hyderabad': 19.25, 'Delhi': 14.91}",0.167
123,micro,78373,35388,52973,0.0716,5611,"{'male': 23.53, 'female': 76.47}","{'13-17': 10.3, '18-24': 21.21, '25-34': 9.7, '35-44': 13.94, '45-54': 21.82, '55+': 23.03}","{'UK': 34.83, 'Germany': 22.47, 'India': 15.73}","{'Hyderabad': 15.0, 'Chennai': 15.0, 'New York': 14.5}",0.027
124,micro,74422,30349,33838,0.0309,2299,"{'male': 32.76, 'female': 67.24}","{'13-17': 11.2, '18-24': 4.0, '25-34': 7.2, '35-44': 29.6, '45-54': 24.8, '55+': 23.2}","{'USA': 36.7, 'India': 31.19, 'UAE': 11.93}","{'Delhi': 22.35, 'New York': 21.23, 'Chennai': 19.55}",0.181
125,macro,828274,465963,702147,0.0467,38680,"{'male': 18.18, 'female': 81.82}","{'13-17': 28.26, '18-24': 6.52, '25-34': 8.7, '35-44': 6.52, '45-54': 42.39, '55+': 7.61}","{'UK': 32.26, 'India': 29.03, 'UAE': 25.81}","{'London': 19.79, 'Bangalore': 18.23, 'Delhi': 17.19}",0.035
126,mid,330996,173020,228344,0.044,14563,"{'male': 56.76, 'female': 43.24}","{'13-17': 6.25, '18-24': 6.25, '25-34': 17.86, '35-44': 20.54, '45-54': 15.18, '55+': 33.93}","{'India': 30.77, 'UK': 24.79, 'USA': 18.8}","{'Bangalore': 25.35, 'Kolkata': 23.24, 'Delhi': 16.9}",0.005
127,micro,86694,51193,81533,0.0401,3476,"{'male': 24.0, 'female': 76.0}","{'13-17': 11.49, '18-24': 12.64, '25-34': 18.39, '35-44': 12.64, '45-54': 14.94, '55+': 29.89}","{'USA': 24.53, 'UK': 21.7, 'UAE': 21.7}","{'Hyderabad': 23.12, 'London': 16.88, 'Delhi': 15.62}",0.046
128,micro,76423,41884,57734,0.0637,4868,"{'male': 58.33, 'female': 41.67}","{'13-17': 6.57, '18-24': 13.87, '25-34': 7.3, '35-44': 16.79, '45-54': 29.2, '55+': 26.28}","{'Germany': 30.95, 'UK': 26.98, 'USA': 26.19}","{'Hyderabad': 21.88, 'Bangalore': 18.75, 'Mumbai': 14.06}",0.186
129,mid,216037,98550,181960,0.066,14258,"{'male': 52.27, 'female': 47.73}","{'13-17': 15.45, '18-24': 8.18, '25-34': 7.27, '35-44': 34.55, '45-54': 9.09, '55+': 25.45}","{'Germany': 27.46, 'UAE': 23.24, 'India': 21.13}","{'Bangalore': 17.53, 'New York': 17.53, 'Delhi': 17.01}",0.194
130,micro,33009,15396,21972,0.0569,1878,"{'male': 54.41, 'female': 45.59}","{'13-17': 12.5, '18-24': 19.79, '25-34': 31.25, '35-44': 5.21, '45-54': 9.38, '55+': 21.88}","{'UK': 25.41, 'India': 24.59, 'Germany': 19.67}","{'Hyderabad': 22.54, 'New York': 16.18, 'Delhi': 12.72}",0.178
131,nano,2888,1626,1676,0.0525,151,"{'male': 44.0, 'female': 56.0}","{'13-17': 8.87, '18-24': 22.58, '25-34': 7.26, '35-44': 20.97, '45-54': 8.06, '55+': 32.26}","{'USA': 29.01, 'UK': 20.61, 'UAE': 17.56}","{'Chennai': 18.31, 'New York': 15.96, 'Kolkata': 14.55}",0.184
132,mid,260705,118497,128497,0.0471,12279,"{'male': 58.33, 'female': 41.67}","{'13-17': 8.7, '18-24': 20.29, '25-34': 20.29, '35-44': 14.49, '45-54': 26.09, '55+': 10.14}","{'Germany': 32.74, 'USA': 28.32, 'UK': 21.24}","{'Chennai': 25.0, 'Bangalore': 17.86, 'New York': 17.86}",0.046
133,mid,303550,139095,176500,0.0219,6647,"{'male': 44.93, 'female': 55.07}","{'13-17': 21.58, '18-24': 12.95, '25-34': 13.67, '35-44': 8.63, '45-54': 28.06, '55+': 15.11}","{'USA': 47.83, 'Germany': 17.39, 'India': 14.49}","{'Hyderabad': 27.48, 'Kolkata': 16.79, 'Bangalore': 15.27}",0.019
134,micro,37551,19009,27158,0.0634,2380,"{'male': 64.29, 'female': 35.71}","{'13-17': 13.29, '18-24': 20.28, '25-34': 4.9, '35-44': 27.27, '45-54': 9.79, '55+': 24.48}","{'UAE': 26.09, 'Germany': 24.35, 'India': 20.0}","{'Kolkata': 20.2, 'Hyderabad': 19.7, 'Chennai': 18.18}",0.141
135,micro,78475,32379,57303,0.0994,7800,"{'male': 36.11, 'female': 63.89}","{'13-17': 27.08, '18-24': 11.11, '25-34': 9.03, '35-44': 25.69, '45-54': 4.17, '55+': 22.92}","{'UK': 31.58, 'Germany': 22.81, 'India': 15.79}","{'Mumbai': 25.47, 'New York': 19.81, 'Hyderabad': 15.09}",0.094
136,nano,1334,699,1383,0.1072,143,"{'male': 24.0, 'female': 76.0}","{'13-17': 15.17, '18-24': 5.52, '25-34': 27.59, '35-44': 8.28, '45-54': 15.86, '55+': 27.59}","{'UAE': 31.18, 'UK': 27.96, 'Germany': 26.88}","{'Kolkata': 18.27, 'Mumbai': 13.94, 'Delhi': 13.94}",0.024
137,nano,8248,4098,5770,0.1404,1158,"{'male': 36.84, 'female': 63.16}","{'13-17': 4.95, '18-24': 4.95, '25-34': 19.8, '35-44': 39.6, '45-54': 23.76, '55+': 6.93}","{'USA': 30.77, 'UAE': 21.98, 'Germany': 21.98}","{'Bangalore': 19.29, 'London': 17.77, 'Hyderabad': 17.26}",0.184
138,micro,79380,32594,43689,0.0686,5445,"{'male': 17.02, 'female': 82.98}","{'13-17': 16.54, '18-24': 13.53, '25-34': 21.05, '35-44': 14.29, '45-54': 9.02, '55+': 25.56}","{'UK': 28.57, 'USA': 25.4, 'UAE': 25.4}","{'New York': 25.83, 'Mumbai': 21.19, 'Kolkata': 17.22}",0.106
139,macro,737344,401385,774761,0.0398,29346,"{'male': 72.0, 'female': 28.0}","{'13-17': 18.56, '18-24': 26.8, '25-34': 26.8, '35-44': 10.31, '45-54': 7.22, '55+': 10.31}","{'Germany': 32.38, 'USA': 21.9, 'India': 20.95}","{'London': 17.17, 'New York': 16.16, 'Kolkata': 15.66}",0.053
140,micro,21925,9053,17233,0.0408,894,"{'male': 63.64, 'female': 36.36}","{'13-17': 13.1, '18-24': 19.31, '25-34': 22.76, '35-44': 27.59, '45-54': 4.83, '55+': 12.41}","{'UAE': 39.13, 'India': 34.78, 'UK': 10.87}","{'Delhi': 18.13, 'Mumbai': 17.62, 'Kolkata': 16.06}",0.183
141,micro,19821,8419,15387,0.0563,1115,"{'male': 25.0, 'female': 75.0}","{'13-17': 19.12, '18-24': 12.5, '25-34': 4.41, '35-44': 24.26, '45-54': 28.68, '55+': 11.03}","{'UK': 26.92, 'India': 23.08, 'USA': 21.54}","{'New York': 24.84, 'Hyderabad': 23.53, 'London': 21.57}",0.009
142,mid,237092,128091,145266,0.0214,5073,"{'male': 20.41, 'female': 79.59}","{'13-17': 16.54, '18-24': 10.24, '25-34': 10.24, '35-44': 26.77, '45-54': 19.69, '55+': 16.54}","{'India': 33.33, 'UAE': 26.26, 'Germany': 20.2}","{'Chennai': 19.14, 'London': 18.66, 'Bangalore': 18.18}",0.082
143,micro,30234,17453,22998,0.053,1602,"{'male': 73.08, 'female': 26.92}","{'13-17': 11.65, '18-24': 36.89, '25-34': 21.36, '35-44': 6.8, '45-54': 14.56, '55+': 8.74}","{'Germany': 33.33, 'UK': 20.18, 'India': 18.42}","{'New York': 19.8, 'Bangalore': 17.33, 'London': 15.84}",0.142
144,micro,56396,33326,55394,0.0871,4912,"{'male': 57.45, 'female': 42.55}","{'13-17': 23.39, '18-24': 7.02, '25-34': 18.13, '35-44': 18.71, '45-54': 11.11, '55+': 21.64}","{'UK': 31.36, 'USA': 24.58, 'India': 22.03}","{'Bangalore': 18.38, 'Chennai': 18.38, 'Kolkata': 17.84}",-0.019
145,macro,708668,391418,590793,0.0393,27850,"{'male': 33.33, 'female': 66.67}","{'13-17': 20.59, '18-24': 21.18, '25-34': 18.24, '35-44': 17.06, '45-54': 12.35, '55+': 10.59}","{'UK': 44.44, 'UAE': 29.63, 'USA': 11.11}","{'Bangalore': 17.54, 'New York': 17.54, 'Delhi': 17.11}",-0.027
146,mid,229198,127828,183127,0.0549,12582,"{'male': 14.29, 'female': 85.71}","{'13-17': 23.26, '18-24': 3.88, '25-34': 27.91, '35-44': 17.05, '45-54': 15.5, '55+': 12.4}","{'UAE': 24.31, 'UK': 23.61, 'USA': 20.83}","{'Hyderabad': 16.52, 'Kolkata': 16.09, 'Bangalore': 13.48}",0.01
147,nano,1544,831,912,0.1134,175,"{'male': 48.48, 'female': 51.52}","{'13-17': 19.9, '18-24': 18.32, '25-34': 15.18, '35-44': 13.61, '45-54': 13.09, '55+': 19.9}","{'Germany': 42.35, 'USA': 32.94, 'UAE': 9.41}","{'Kolkata': 17.19, 'Delhi': 16.29, 'Bangalore': 16.29}",-0.043
148,nano,7177,4295,6366,0.0834,598,"{'male': 37.04, 'female': 62.96}","{'13-17': 15.38, '18-24': 7.69, '25-34': 22.38, '35-44': 25.17, '45-54': 12.59, '55+': 16.78}","{'India': 31.09, 'Germany': 31.09, 'USA': 14.29}","{'Kolkata': 21.64, 'Chennai': 19.3, 'London': 17.54}",0.197
149,macro,875949,398256,759495,0.0218,19095,"{'male': 72.09, 'female': 27.91}","{'13-17': 12.04, '18-24': 21.3, '25-34': 7.41, '35-44': 22.22, '45-54': 32.41, '55+': 4.63}","{'UK': 32.32, 'Germany': 27.27, 'USA': 20.2}","{'Kolkata': 21.05, 'Chennai': 16.32, 'London': 16.32}",0.128
150,macro,789990,325812,446689,0.0126,9953,"{'male': 44.44, 'female': 55.56}","{'13-17': 23.42, '18-24': 5.41, '25-34': 27.03, '35-44': 13.51, '45-54': 17.12, '55+': 13.51}","{'Germany': 35.71, 'UAE': 28.57, 'India': 15.18}","{'Delhi': 23.97, 'Bangalore': 21.23, 'Mumbai': 15.07}",0.163
151,mid,119671,64835,68462,0.0326,3901,"{'male': 20.41, 'female': 79.59}","{'13-17': 29.84, '18-24': 8.87, '25-34': 7.26, '35-44': 19.35, '45-54': 16.13, '55+': 18.55}","{'USA': 24.49, 'UK': 24.49, 'Germany': 20.41}","{'London': 22.54, 'Chennai': 16.76, 'Bangalore': 13.29}",0.159
152,mid,247120,125392,237006,0.0629,15543,"{'male': 58.06, 'female': 41.94}","{'13-17': 22.3, '18-24': 8.63, '25-34': 9.35, '35-44': 15.11, '45-54': 20.86, '55+': 23.74}","{'India': 31.25, 'UK': 29.46, 'USA': 20.54}","{'Hyderabad': 25.16, 'Kolkata': 22.58, 'Mumbai': 14.84}",0.064
153,mid,130372,63981,109587,0.053,6909,"{'male': 64.71, 'female': 35.29}","{'13-17': 12.42, '18-24': 11.11, '25-34': 22.22, '35-44': 26.14, '45-54': 19.61, '55+': 8.5}","{'UK': 24.83, 'UAE': 23.45, 'India': 22.76}","{'London': 21.94, 'Delhi': 19.35, 'New York': 14.84}",0.121
154,nano,7187,4100,5800,0.0771,554,"{'male': 38.3, 'female': 61.7}","{'13-17': 22.63, '18-24': 19.71, '25-34': 19.71, '35-44': 4.38, '45-54': 20.44, '55+': 13.14}","{'UAE': 28.99, 'UK': 26.81, 'Germany': 22.46}","{'New York': 16.82, 'Hyderabad': 15.89, 'Mumbai': 15.42}",0.078
155,micro,22262,11378,22272,0.0771,1716,"{'male': 75.0, 'female': 25.0}","{'13-17': 19.75, '18-24': 14.01, '25-34': 22.29, '35-44': 19.75, '45-54': 7.01, '55+': 17.2}","{'UK': 22.76, 'USA': 20.33, 'Germany': 20.33}","{'New York': 18.78, 'Delhi': 16.9, 'Kolkata': 16.9}",0.143
156,mid,197607,85349,166973,0.0497,9821,"{'male': 45.0, 'female': 55.0}","{'13-17': 15.7, '18-24': 22.67, '25-34': 7.56, '35-44': 15.7, '45-54': 20.35, '55+': 18.02}","{'UK': 38.83, 'India': 18.45, 'UAE': 18.45}","{'Mumbai': 18.88, 'Hyderabad': 16.84, 'Kolkata': 16.33}",0.026
157,micro,22297,13245,21537,0.0652,1453,"{'male': 36.67, 'female': 63.33}","{'13-17': 17.24, '18-24': 19.31, '25-34': 14.48, '35-44': 22.07, '45-54': 7.59, '55+': 19.31}","{'UK': 29.84, 'Germany': 29.03, 'USA': 20.97}","{'Kolkata': 20.3, 'London': 17.77, 'Hyderabad': 16.24}",0.012
